,author,text,likes,published_at
1422,@celestinekhabukwi5519,Why don't you live her to him,0,2022-10-08T06:53:29Z
1423,@celestinekhabukwi5519,This young people they will show has things aki,2,2022-10-08T06:52:11Z
1424,@mightylonewolf1,mnanipea tu Zero hopes nowdays🤣🤣,10,2022-10-08T06:51:36Z
1425,@kiprutocornelius6269,You never disappoint man,33,2022-10-08T06:51:15Z
1426,@Collins141,Izi ni gani tena,1,2022-10-08T06:50:56Z
1427,@millzymilicent4622,Kama unawatch ukiwa kwa choo mwarabu asikuone pita na kalike team gulf,25,2022-10-08T06:49:58Z
1428,@True-Kenyan,"Bestie my foot,Never trust a man with your chick plz Kama ni lazima u-date🤷‍♂️🤷‍♂️",3,2022-10-08T06:49:37Z
1429,@suzziekemunto,Moral lesson mabeshte zako wasikue na namba ya mtu unadate otherwise stabbah ni mwaki😅😅😅😅,10,2022-10-08T06:49:29Z
1430,@antonelasaniko6916,Thee pluto never disappoint💥💫,27,2022-10-08T06:49:12Z
1431,@nyamburaragui3979,Weee kanairo ogopa,0,2022-10-08T06:49:09Z
1432,@bobohkarey1665,Bestie bestie😥wueeeeh🙄😏,1,2022-10-08T06:48:13Z
1433,@msoonjogu2570,Seriously 😳 earth is hard 😭😂😂😂😂😂😂😂😂😂😂😂😂💔,1,2022-10-08T06:47:33Z
1434,@caroltiff1790,😂😂😂😂😂wiiiiiiiiiiiiiiii,1,2022-10-08T06:46:12Z
1435,@christineopondo4975,Na ata iano ako mcute kushinda huyo cuavo🙄,8,2022-10-08T06:45:47Z
1436,@cashykiddo8453,Don't trust your friends 😂 ni manyoka,12,2022-10-08T06:45:42Z
1437,@Nancy-Indeche,Nomaa Sanaa😂😂😂🌝🌝🌝🌝,1,2022-10-08T06:45:38Z
1438,@Yusuf-ry5jv,Waah noma manze 😂😂😂,2,2022-10-08T06:45:08Z
1439,@celestinekaswii6840,Wooooi...nothing hurts like kukuliwa dem na beste yako karibu very painful haki💔,50,2022-10-08T06:45:05Z
1440,@catekisoi880,Ady amemsave wife 😂😂😂😂😂😂😂,1,2022-10-08T06:44:00Z
1441,@joymuthoni1387,Bestie bestie why,2,2022-10-08T06:43:19Z
1442,@faithkoki3322,Madem lakini 🤭🤭🤭🤭,0,2022-10-08T06:42:00Z
1443,@kukatbrian2014,Amefanya tena ile kitu,2,2022-10-08T06:41:17Z
1444,@susannjeri3201,"I can't trust my best friend with my man,never",12,2022-10-08T06:41:13Z
1445,@caterinemwangi9155,nipewe namba ya huyo chali in yellow nimpee shoulder to lean on😜🤧🤧,2,2022-10-08T06:40:59Z
1446,@barmil.1337,Never trust a morio with this other gender...mm ata manzi yngu sitaki mamorio wamjue,2,2022-10-08T06:39:54Z
1447,@roselynmueni5148,Siukatae buda,1,2022-10-08T06:39:32Z
1448,@shiksjustin,Akuna marafiki siku izi,3,2022-10-08T06:39:25Z
1449,@francismuhia5488,How can u do that to your friend bana,1,2022-10-08T06:39:12Z
1450,@iambulletMBS,Hiyo ndio umorio you share what you have 😂😂😂,2,2022-10-08T06:39:11Z
1451,@Mksteve08,Hold on kidogo🤭,1,2022-10-08T06:39:01Z
1452,@Iam_Nanah-y3k,This life aki mungu tuhurumie...Pluto keep up 💪,8,2022-10-08T06:38:57Z
1453,@fidelisboit1099,The most painful thing is the truth and jeoulasy I understand you bro,33,2022-10-08T06:38:54Z
1454,@collohpeddy,Woooh mamolio 😂,3,2022-10-08T06:38:31Z
1455,@valsha90,Mapema mapema murife amerun na Dem ya morio😂😂😂😂,5,2022-10-08T06:38:19Z
1456,@moyoidavid2470,Kisumu ni Kisumu 😂😂,5,2022-10-08T06:37:08Z
1457,@selectorblacksugar2281,Siku Rahisi,2,2022-10-08T06:36:48Z
1458,@kingbonface1856,Aki it is too painful,9,2022-10-08T06:36:05Z
1459,@3shooters684,Wah more worse kkuliwa dem bana,1,2022-10-08T06:36:01Z
1460,@shazzshazzy640,Finger my comment team shingles,1,2022-10-08T06:36:00Z
1461,@bluevictor87,Woiye 😂😂,2,2022-10-08T06:35:39Z
1462,@yvonnefaith9098,Sharing is caring 🤣🤣🤣🤣🤣🤣🤣🤣,20,2022-10-08T06:35:20Z
1463,@irenekhasandi7183,🤣🤣🤣🤣🤣🙏🙏,2,2022-10-08T06:34:43Z
1464,@janetliman5459,Naogopa kuwa bestie na beshte wa boy wangu💔...Bestie bestie life no balance💔,6,2022-10-08T06:34:08Z
1465,@jeidaidah8378,"Inakuwanga what ,very baaad",1,2022-10-08T06:33:54Z
1466,@radyvking,Kali bro🔥🔥,7,2022-10-08T06:33:43Z
1467,@iankamuiru286,"unaangusha jina ""iaanoh"" broh💔",6,2022-10-08T06:33:17Z
1468,@hannahndichu9624,Chonjo chonjo wazi jooh pluto big up for the hot contents,2,2022-10-08T06:33:00Z
1469,@tracynjuguna205,T for tough 😂😂😂 mlisema huruma ni estate 🙌😂,12,2022-10-08T06:32:53Z
1470,@johnkaranja8450,Waah 😂😂,3,2022-10-08T06:32:41Z
1471,@erasmuskiprotich738,"Waaaah 🤣😭😭 mtu anikulie Dem , ndo maana Cna dem",16,2022-10-08T06:32:34Z
1472,@james008BOND7,Taaamu kabisa🤣🤣🤣iko mooore 🔥🔥🔥🔥thee Pluto never disappoints🤣,16,2022-10-08T06:32:13Z
1473,@DenoBriiliance,This life njoh....,12,2022-10-08T06:31:53Z
1474,@theeplutoshow,THEE PLUTO INSPIRES. https://youtu.be/ypJ0cxfHIj0 10 MOST EXPENSIVE CARS IN KENYA. Kindly watch and subscribe ❤️‍🔥💯💯,334,2022-10-08T06:31:50Z
1475,@miccy2isha402,Aki mamorioo mbona wanadoo hivi,3,2022-10-08T06:31:48Z
1476,@fridahwanjiru3297,First one here😌😌😌nipewe likes,3,2022-10-08T06:31:37Z
1477,@farooqgofficialke7728,Lit,4,2022-10-08T06:31:33Z
1478,@heavenlycissy4440,My favorite show awesome #theplutoshow💕💞💞❤,21,2022-10-08T06:31:30Z
1479,@marymaina9751,First one to comment....nipeeni likes Leo 🥳,6,2022-10-08T06:31:28Z
1480,@estherwanjiru2740,Haki mbona ukule dame wa molio wako why now???,4,2022-10-08T06:31:27Z
1481,@hannahndichu9624,Tuned in kama kawa its about to go down,10,2022-10-08T06:31:12Z
1482,@omiejerotich7225,First one to comment.....wapi likes za chief sanitizer,8,2022-10-08T06:31:06Z
1483,@iankamuiru286,😂😂😂bestie bestiee chubwii,12,2022-10-08T06:31:04Z
1484,@esthernjoroge6572,Mamorioo😂😂😂😂,5,2022-10-08T06:31:02Z
1485,@puritymania2940,Am the first one today like pia zokam,2,2022-10-08T06:30:59Z
1486,@findingian001,Humans became wicked !!,11,2022-10-08T06:30:58Z
1487,@salmamirugi129,Wakwanza aki nipeni likes atakama. Ni 20 tu,1465,2022-10-08T06:30:47Z
1488,@estherwanjiru2740,😭😭😭😭😭,6,2022-10-08T06:30:46Z
1489,@purity..,Ist,1,2022-10-08T06:30:46Z
1490,@eunicestasha9319,Oooh this life no balance😂😂lit show ever wapi likes zangu woishe,130,2022-10-08T06:30:43Z
