,author,text,likes,published_at
488,@ethandaves,Pole Ian. You deserve better. Build yourself na utapata mwenye anakudeserve.,49,2022-10-15T09:33:21Z
489,@addictke,No easy Real G,0,2022-10-15T08:41:49Z
490,@macvee5457,A true friend 🤣🤣🤣🤣 anamchungia wife.,0,2022-10-15T03:13:42Z
491,@macvee5457,Why is this boy fighting for a cheating girl in the name of love🤣🤣🤣🤣🤣?,0,2022-10-15T03:12:23Z
492,@fionamay1911,The guilt on that guy's face ...says it all,7,2022-10-15T00:45:22Z
493,@brianbett8211,Nafeel Ianoo man😩😩,0,2022-10-14T21:59:03Z
494,@fidelcastroomondi7388,Haka nakagonga walaih....😅,0,2022-10-14T19:13:58Z
495,@vinlein680,Kwanza huyu quevo sura yake anaka tu mganga..lakini madem wengine wanafa wauliwe tu ⛔🚮,0,2022-10-14T19:03:35Z
496,@Thee_Radical_Tv,https://youtube.com/channel/UCuKe1KRlHMAEDlqQ9dAeF8A,0,2022-10-14T18:32:55Z
497,@maryannmagos7022,😂😂😂😂😂,0,2022-10-14T15:47:04Z
498,@producernetoh0073,https://youtu.be/gEP9rzXCjzw another scene bana...😂😂😂😂,0,2022-10-14T13:51:19Z
499,@sharonkiptoo9738,"it's true.. ""kikulacho Kii nguoni mwako""",0,2022-10-14T13:36:39Z
500,@itsmissrosefood,Wah wah wah💔💔.....I pity that boy..he sounds genius even in his responses to the 'stupid' guy. Najua God atamjalia mema,1,2022-10-14T11:19:11Z
501,@jaelolang3567,The problem is with the girl thats who he should be mad at cause she would cheat with someone else even dont lose you and you boys friendship,0,2022-10-14T09:02:50Z
502,@samuelnyamota2483,Am sorry for that boy men I feel for him the other guy he did so bad so be with her girlfriend,0,2022-10-14T07:46:04Z
503,@simonmungai2413,Murio wangu alinifanyia ivo man it takes a long time to forget the pain.,6,2022-10-14T07:38:36Z
504,@NyokabiWaweru,I thought niko na shida for not having even a single friend I can share anything with .I'm safe now,1,2022-10-14T06:05:37Z
505,@danmacharianjihia8463,Am soo sad...this dude is a mess u need to get your shit' together nigga.excuse unapeana no sense.big time bro!Dominican Republic present.asanti plutooooo.,1,2022-10-14T05:02:50Z
506,@danmacharianjihia8463,Na huyu jamaa  anacheka tu....Am sorry brother.skiza ngoma moja ya burning spear Grassroots.,1,2022-10-14T04:32:32Z
507,@qatarworls1902,"Ndio unaona watu wakiuwana 
Ata dem ni mpoa 😂😂",0,2022-10-14T00:23:38Z
508,@emmaculatearnold674,Mimi siwezi hold on Pluto ata uongeze volume..... Nitapita tuuu,1,2022-10-13T19:56:05Z
509,@selevestianabner1404,Uyo boi ni matako sana nkt anaudhi sanaa alaaniwe,0,2022-10-13T18:52:31Z
510,@thandow_305,"Wadau nisaidieni na number ya ianoh akh,,,",0,2022-10-13T17:00:42Z
511,@ruthnjoroge5791,Inzi ni ngani mehn...mbona kunisanyia ndem moliio...ni za whaat.wueeh uyo amebreak ubro code,0,2022-10-13T15:56:07Z
512,@mikesherif1068,"Maorio wa saai wanatukulia madem baba,adi mm wangu mamorio wangu hawawezi mjua😱😱so shocking,bro izah Jo🥺🥺🥲",0,2022-10-13T12:56:34Z
513,@SoloKarani,Is anyone looking at the nduthi man? 😆,0,2022-10-13T12:25:13Z
514,@justgaming717,naeza mchapa kofi moja motoo,0,2022-10-13T11:49:09Z
515,@theefieldmarshall,Shit is real💔💔💔,2,2022-10-13T11:10:57Z
516,@ephymstaarabuofficial5539,Brocode😹😹😹 go wrong,1,2022-10-13T09:33:38Z
517,@luciannemangeli29,Sanitize zingine ka hizi .,0,2022-10-13T08:35:40Z
518,@ndindomwenyenchi8781,huyo kijana ako mature sana hajapigana,0,2022-10-13T08:25:30Z
519,@rommieowino1002,Iko beshte yangu wa karibu Sana ako na hii tabia Sana. Nlikua na dem flani nkapata Wanachat vile wanaenda kudishiana. Nliwaona tu. Na uyo bich alikua anaitwa terry,0,2022-10-13T06:40:46Z
520,@piusgitau4294,Never ignore the red flag,0,2022-10-13T06:33:52Z
521,@nzakusfinest5043,Hizi sura personal ndio ziukula madem wa wenyewe😂😂😂😂😂😂,0,2022-10-12T23:04:39Z
522,@freizerjunior2704,Weeuh 💀,0,2022-10-12T22:57:52Z
523,@maureentiegoi4825,This is the real betrayal!!!so hurting,5,2022-10-12T22:44:26Z
524,@miriammakau9182,"I just admire Iano's maturity, sorry bro but at least you didn't fight him,walking away is just the best option",156,2022-10-12T21:17:30Z
525,@yvonnemwongeli9312,Weuh 😂😂😂,0,2022-10-12T20:46:14Z
526,@perismutirithia5418,"Wueh...hii sipoa kabisa,this guy was wrong as much as the girl!!",0,2022-10-12T19:50:48Z
527,@thandow_305,"Ianoh sorry 😔 I know it's hurts bt itabidi tuh u move on and u forget that,,,💔argh it's Soo pain full 🥺",0,2022-10-12T19:49:29Z
528,@edmonkipkoech7774,This one is scripted ohhh😂😂😂,1,2022-10-12T18:36:24Z
529,@emoney6757,At the end vile ibra anamvuta waende is a real sign of a big dawg💪,50,2022-10-12T18:33:30Z
530,@emoney6757,"Bro code 001
When your bro's girl calls you,, wait until the phone stops to ring and sue her to your bro
Thou shall not befriend your bro's girl",1,2022-10-12T18:32:22Z
531,@jflorenciaflorencia5848,"The real problem inakujanga  ukidate msee hakupendi,whiii",0,2022-10-12T17:38:12Z
532,@Stephaniengunjiri1,The best friend thing💔💔aanyway mtu anipee namba ya iano I'm ready to be loyal😂,0,2022-10-12T16:14:38Z
533,@terrymjeshi4437,Huyu boy ata hajui jina ya dame yake. Mara Nancy mara Hannah🤣😂😂😂😂😂😂🔥🔥🔥https://youtu.be/1RkpDodB5UY,0,2022-10-12T16:07:12Z
534,@vivianmunene4867,"I repeat NEVER EVER mix friendship with love. Huyu beste yake atakuja kujuta kumsaliti beste yake. Both of them were wrong why sleep with your best friend's partner and yet to make the matters worse, he's not even sorry about it. Huyo dem Na huyu beste yake waendelee tu kukulana hadharani at least they have been cought....",0,2022-10-12T14:54:37Z
535,@violahkiprotich2974,"Too much pain bana .....Weeeh beshteee  hasiwahi jua bae wako,nkt",0,2022-10-12T14:42:47Z
536,@gracegathoni5342,@thee Pluto show ni self control sio esteem bana,0,2022-10-12T14:39:20Z
537,@petermunika3030,Shit happens,0,2022-10-12T13:47:16Z
538,@danielkamau1027,"These young men who chase after women need to stop this behavior. Mwanamke ukimchase hua unampea power kubwa sana. Then you are prolly poor, so she can dump you anytime na anakusahau. Work your arses off and make money na you will not have to chase after them. They will look for you. My brothers, heed to this advice.",0,2022-10-12T12:13:43Z
539,@Mannuh_100,Huyo jamaa ako guilty hadi venye anaongea 😂,0,2022-10-12T11:49:14Z
540,@alicemaina2459,Woishe🥺🥺,0,2022-10-12T11:46:09Z
541,@charity254chronicles,This is so painful to watch,1,2022-10-12T11:30:04Z
542,@joelizmusango4688,Pole broh I feel for u,0,2022-10-12T11:29:01Z
543,@shawtiee1827,Quavo hiyo si poa 😅...lakini why should you bring it to media...kinda childish,0,2022-10-12T11:12:59Z
544,@ashleymwema_stars,This chiley is dirty🤣🤣🤣,0,2022-10-12T10:41:20Z
545,@ashleymwema_stars,Nahuyu dame ana shida🙄ata huyu boy wake is more handsome than the friend 😒alafu why go to your friend's partner heri tafuta mtu mwingine waku cheat but not your friend's,0,2022-10-12T10:33:41Z
546,@terence_on_the_track,Ni life your mamaaa is my mamaaa😂😂😂,1,2022-10-12T10:25:22Z
547,@Mamake559,Woooi friends 🚮🚮🚮🚮aki Ghai maaan💔🙆,0,2022-10-12T10:21:25Z
548,@harrietquincy6901,Bestie bestie chumbwiii🤣🤣🤣🤣🤣🤣🤣,0,2022-10-12T09:37:22Z
549,@deniskimutai7662,Mnaongea nini na huyo fala.....achana na huyo dem na uhustle bro,0,2022-10-12T09:36:00Z
550,@Agronomist_1,Woiyeee..,0,2022-10-12T09:17:17Z
551,@constancewakesho2504,nisaidieni namba za ibrah aseme ukweli😁😁,0,2022-10-12T09:01:13Z
552,@angelinekhayasi5718,All shall be well Iano 🥺I  feel you,26,2022-10-12T08:59:50Z
553,@markluseno8648,Nyinyi bado ni boys . Go to school and learn wachana na story za madem.,0,2022-10-12T08:04:04Z
554,@loisekigio7438,Such kind of a friend😤😤😤,0,2022-10-12T07:26:14Z
555,@loisekigio7438,Such kind of a friend.,0,2022-10-12T07:25:17Z
556,@johntripod8583,karma at an expected moment..,0,2022-10-12T05:44:47Z
557,@danielwekesa6439,Plz a follow up,0,2022-10-12T04:03:47Z
558,@wachirabraso6926,"huyu Boyz si Boyz, anafaa mabaree, mtu mbwakni",0,2022-10-11T21:41:49Z
559,@kevinskiiceman4904,Hii ni nugu tu hakuna excuse hukua apo ukikulia beste yako dame,0,2022-10-11T21:13:20Z
560,@waish2498,Na ako uyo 3rd party anakaa fitty 😂🥰,0,2022-10-11T19:08:22Z
561,@dorcusngina7315,The young guy is handsome kuliko hiki kinamkulia dem,2,2022-10-11T18:51:57Z
562,@annemumbi9957,"Plzzzzzzzzzzzzz Thee Pluto update us venye jamaa anaendelea,that so hurting plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz",0,2022-10-11T18:48:39Z
563,@susanngugi3176,waaah  so unfair 😒 😑 😢 😪this is an  upside down world and life.,0,2022-10-11T18:04:28Z
564,@glarizajerono2420,I love you ianoh ❤,1,2022-10-11T14:48:05Z
565,@cucuturuganojoanwanjiku4227,Mweke kiti cha nyuma sasa unataka akwambiyeje na amekuambia wanakulana. Hata Dem amekushow  so    unatafuta   story zenye hasimake censenen,0,2022-10-11T14:30:29Z
566,@cucuturuganojoanwanjiku4227,I like this girl  amekuambia ukweli    hakupenda,0,2022-10-11T14:08:35Z
567,@vivanmlavidavi3676,Fake friend,0,2022-10-11T12:48:38Z
568,@Firstkhao11,Huyu boy wa dready anakaa mdaku venye anasema “AMENIITA KANDO 😂”,1,2022-10-11T12:20:08Z
569,@anniemwaura9287,Iano🫂take heart,0,2022-10-11T12:16:33Z
570,@brayanyyobrezz5973,Na manze uyo dame ni pimbi for good... she's not appreciative ata kidogo...she is so selfish...but iano cheza kiwewe na shughuli zako kiwewe...na pluto gotea uyo iano...,0,2022-10-11T10:12:44Z
571,@brayanyyobrezz5973,Oyaa Pluto...big man ambia huyo boy asare form za huyo boy anajiita quavo...na asare pia form za terry...na kila kitu na ajifocus kiyeye💯alafu Pluto manze nataka nijue what happened next...fwatilia iyo script yako vizuri...good job my man Pluto na usalimie wasee wote wa familia...kimoja✌️,2,2022-10-11T10:10:14Z
572,@jusercolins4280,boy ako sawa dem ndo fala...usiwai kosana na bro ju ya dem,0,2022-10-11T10:08:59Z
573,@chrisvicky2169,I feel the pain of that boy 😭😭😭,7,2022-10-11T09:49:45Z
574,@Jamal-df7vh,Iano take heart bro,1,2022-10-11T09:01:05Z
575,@kelvinnyambura336,Niko ruiru pia mimi nadai pia ku sanitisation,0,2022-10-11T08:14:35Z
576,@kelvinnyambura336,Khaiiii 😅😅🤣😂😅🤣😂,0,2022-10-11T08:12:14Z
577,@mumtazkendi1154,Huyo dem ametupa mbao pia😂Ona sura amechagua😂Kwani hataki watoto😂no offense,1,2022-10-11T07:43:42Z
578,@LKC_.,mali inaweza kuwa inaenda chain,0,2022-10-11T06:24:41Z
579,@LKC_.,mngesanitize huyo boy mwingine pia,0,2022-10-11T06:24:23Z
580,@peshybett3399,men will always embarrass you 🤣🤣🤣🤣,0,2022-10-11T06:22:50Z
581,@stellamuturi816,Mtu aniconnect na ibrah😹 he's so cool,0,2022-10-11T06:21:44Z
582,@georgekgithinji,Ukimegewa megeana....haimalizi maumivu lakini yarejesha hadhi ya kiume.,0,2022-10-11T05:30:59Z
583,@james-cz5ch,Aki mapenzi wewe💔,1,2022-10-11T01:13:31Z
584,@agnesmukoma2574,Pluto jameni itabidi ssa umenitafutia mbs ...I'm missing meals for this show🤣🤣🤣🤣🤣🤣🤣🤣🤣😚😚😚,1,2022-10-10T22:05:36Z
585,@marionwanjiru5388,this so painful 😭😭😭😭😭😭,0,2022-10-10T21:57:26Z
586,@Kid_Afrika,ati sipendi kuhurt mtu 😂🤣😂,0,2022-10-10T21:51:29Z
587,@clarys_thatcher3887,Direct from TikTok 😂😂😂,1,2022-10-10T21:41:59Z
588,@judymoraaasuma258,Na venye hakima sura mapua kama ya chura na totoise kumbaf the one that is heartbroken  is so 😍,17,2022-10-10T21:05:42Z
589,@carlomwash1306,Waah I feel for this guy aki 😥 Khaaaaaaaaiiiii 💔,0,2022-10-10T20:59:05Z
590,@edwinumani,Follow up these people plz tujue kulienda aje,0,2022-10-10T20:11:44Z
591,@cynthiamigarusha4508,This is bad akii sorry iano😥😥,0,2022-10-10T20:03:00Z
592,@kevinowala6434,Painful,0,2022-10-10T19:53:17Z
593,@timothynjoki8291,Terry ni mwizi wa mabwana 😄 🤣 😂 😆 😄 🤣 😂,0,2022-10-10T19:47:09Z
594,@cynthiamigarusha4508,Pluto cbd unafika lini,0,2022-10-10T19:45:56Z
595,@davidkeith7238,😂😂😂😂😂😂😂😂 hi kitu ni wired,0,2022-10-10T19:19:13Z
596,@dreamsoundsSkitt,"wehh wacha Leo I comment..what the fuck happended to ""Bro's before wh×××s.""..😞",0,2022-10-10T18:39:29Z
597,@simonndungu7552,"Yani beste yako anakukulia dem ,ashindwe na alegee",0,2022-10-10T18:03:05Z
598,@masilliangeospatialcirclel2642,"This is so real,dem ndiye amepoteza.wanaume watakuwa poa tu",0,2022-10-10T16:37:13Z
599,@gladyswairimu1150,Nipewe number ya iano🙊😂😂,2,2022-10-10T16:02:43Z
600,@maggyndirangu7139,"Thee Pluto is like "" saa umkule?""with this facial expressions",0,2022-10-10T14:46:43Z
601,@kariukisamuel3449,"Pluto umekatch juu ya hiyo story,infact facial expression yako umeboeka na huyo morio sana",0,2022-10-10T14:39:37Z
602,@williamsonekwam7982,Weeee ndio maaana cipendi boggy mimi munaona sasa,0,2022-10-10T14:37:38Z
603,@kariukisamuel3449,Brocode 001 has been broken...,0,2022-10-10T14:36:24Z
604,@monicahwaithira7780,Don't worry God will the right person,1,2022-10-10T14:22:56Z
605,@empressminah8223,Am sure adi ka uyu Chali atamwachia uyu Dem mapenzi am sure itaisha,0,2022-10-10T13:37:21Z
606,@leilazulpha3205,Waaaah I feel  the pain for this  boy aki  now days to find true love ni ngumu watu hupenda kuchezea feelings za watu I'm heartbroken 💔💔💔,20,2022-10-10T13:30:24Z
607,@djbablin1326,Na anacheka,0,2022-10-10T12:57:24Z
608,@djbablin1326,Muni follow,0,2022-10-10T12:57:06Z
609,@georgeomolo5164,Huyo ako na low self esteem😂😂😂,0,2022-10-10T12:39:02Z
610,@rukiamuhammed4484,Pluto ogopa hizi gaidi tunakaanga twembamba turefu 🤭huyu mtu tunakuaga na doshi and that's the reason why huyo dem alijipa...but si poa 💔🥺,0,2022-10-10T12:26:54Z
611,@annenganga1265,"Young Man ,pls focus on your studies,the best revenge is success,you will get any lady you want 
Take care",1,2022-10-10T12:08:51Z
612,@ivychumba278,Iano big up man ♥️♥️♥️...I love you for free 😂😂😂,2,2022-10-10T12:01:02Z
613,@annkamau9702,I know the feeling my ex cheated on me with my best friend ni sawa let's move on,0,2022-10-10T11:54:49Z
614,@patrickluvandale616,Kikulacho kama hujui umejua,0,2022-10-10T11:43:18Z
615,@peterwaiganjo5477,na ni kweli mtaka yote hukosa yote,0,2022-10-10T10:42:57Z
616,@samuelkabogo1442,"It's so painfuuuuuu, I almost cried together with the guy",9,2022-10-10T10:32:53Z
617,@rosekibe9810,This madness if you go to school soma wachana na wasichana,0,2022-10-10T10:11:03Z
618,@lillianatieno5362,The audacity na nani kama the chief sanitizer a very wise man indeed☺,1,2022-10-10T09:37:17Z
619,@biankazuu8661,woii💔Iano pole woii bestie bestie ndiyo hiyo sasa ..... Pluto ni connect n Iano manze🤍juu huyo boy woii 😜😜she deserve more than that 💯,0,2022-10-10T09:34:59Z
620,@rickysangah110,Waah!!!!!  Not good bro not good. What goes around comes round karma is a bitch😎,0,2022-10-10T09:13:47Z
621,@gracemwangi8542,I feel for Ianoh😭,0,2022-10-10T08:20:54Z
622,@oldtymradio,"These is scripted....They are playing the migos break up saga on this show 😂😂😂

They played you pluto because ...once I heard quavo I knew sth was cooking... Reason migos broke up is because offset fucked sweeter, quavos girlfriend.Takeoff sided with quavo and offset was kicked out of the trio😂...Well played iano and quavo😂😂",0,2022-10-10T08:13:31Z
623,@dmajor8630,Recap apa dem ataftwe,0,2022-10-10T07:53:16Z
624,@luckysazam3840,This young man looks innocent 😢may God grant him true love,132,2022-10-10T07:43:09Z
625,@patiencenyambura3754,😂😂😂😂bestie bestie,0,2022-10-10T07:34:48Z
626,@faydon5140,wah never trust your friends ...hawa mamorio zii,0,2022-10-10T07:15:43Z
627,@23548studentembuni,Uyo kijanaa amefanya ufala....,0,2022-10-10T07:07:49Z
628,@leviticussaleh8330,Another reason I can't introduce my fame to my morios..Take heart bro.. love is cruel..izah 🙏,5,2022-10-10T06:12:39Z
629,@mysticqueenentertainment3990,Pluto si unipee Iano tukuwe delicate pamoja😭😭 tushare pain pamoja. Kwani huku nje watu wako kutu aje in 2months unakulwa na mandume wawili na wengine wetu hatuna ady mmoja😂😂💔,2,2022-10-10T05:41:07Z
630,@akinyimildred6012,😥😥usaliti,0,2022-10-10T05:20:41Z
631,@maureenmaina4213,Wueh 🙄🤦,0,2022-10-10T04:11:55Z
632,@DJKISHKIM85,tulisema hakuna cha mabeshte wakue trusted na dem yako 😂😂😂😂ameoshwa sasa manzi na akasaviwa wife 😂😂,0,2022-10-10T04:03:14Z
633,@mainawachira5938,https://youtu.be/hKEOepTi3IA ....  THIS IS HOW FUEL PRICE GOES DOWN BEFORE A 100 DAYS,0,2022-10-10T04:01:23Z
634,@jamesmacharia5533,huyu mjama ni mbleina unadishi mali ya kibro🤭,0,2022-10-10T01:49:25Z
635,@frankinymalone,Mf broke a crucial bro code ❌,1,2022-10-10T00:22:52Z
636,@kendrickentertainment,"Huko twitter we say 'bro hukukuliwa manzi, dem yako ndo malaya'",1,2022-10-09T23:41:54Z
637,@austinomandi5424,unahitaji viboko morio,0,2022-10-09T23:11:55Z
638,@Liz-irungu,It's painful woiye😢😢,0,2022-10-09T23:07:52Z
639,@kevintilem6972,"Inauma inauma lakini ntazoea ,,,, hali ya mwanaume  duniani ni kuzoea 😂😂😂😂enyewe song ya Bien ndo imeanza kumake sense",0,2022-10-09T22:44:38Z
640,@kosarmohamed1267,Nime feel,0,2022-10-09T22:01:16Z
641,@dotteekapcherui2398,Mbwa mwizi anatetemeka wooi 🤣🤣,0,2022-10-09T21:57:49Z
642,@benjaminmutua6778,..Mabeshte A1..,0,2022-10-09T21:56:54Z
643,@lizngoru2129,Mamorioooooo🤦‍♀️,0,2022-10-09T21:55:02Z
644,@LionessDadsDotaMoura3188,Uweeeh mkulma mmoja walaji  kibao,0,2022-10-09T21:12:22Z
645,@KevinKenyan-u6b,Bring Terry,0,2022-10-09T21:11:50Z
646,@judithmatuvashitseswa1788,Painful for sure,0,2022-10-09T20:53:35Z
647,@franklinkaranja6244,Terry mtaro😂🙃,0,2022-10-09T20:47:33Z
648,@wilyngugi4557,Ficha dem yako kama title deed...ukisleki tu inatawaliwa na mabeshte,0,2022-10-09T20:46:15Z
649,@denixdeno3074,"💯💯💯this was lit ,,,, eeeeeeeeeeeei hii nayo ni 🔥🔥🔥
Anafanya ivyo whyyyyyyyy",2,2022-10-09T20:45:31Z
650,@annkamau448,Mulikisha ivi🤣🤣,0,2022-10-09T20:39:58Z
651,@gilbertmachariah7187,"Always pray to God to give you genuine friends.. but this one hit hard mahn💔💔 fuck aki wasichana wa siku hizi, ptoooooh... But si Naks imekuwa tao ya u-hoe, woooooooi....",0,2022-10-09T20:13:08Z
652,@wafulagaucho6236,Umdhanie ndiye.....malizieni...,0,2022-10-09T20:10:36Z
653,@josephkaranja170,"He is not a friend, period..this r guys who badmouth you pretending thyr ur friend...i guess pia even if thyr friends dnt tell ur friend everything esp abt ur girl/boy n relationship",1,2022-10-09T19:50:41Z
654,@verohjames,Wah this is soo painful akih😥😥,0,2022-10-09T19:50:24Z
655,@nazrashemzize1304,Bibi ya wenyewe nisanduku  😂😂,0,2022-10-09T19:43:07Z
656,@Smartgirls-ke,Mwanaume jinga,0,2022-10-09T19:37:16Z
657,@Smartgirls-ke,Usherati weeh,0,2022-10-09T19:18:17Z
658,@felistarwangui83,Trust no one wallai take it easy braah,0,2022-10-09T19:11:40Z
659,@tribelessAyu9224,so bad 😔,0,2022-10-09T19:11:06Z
660,@dennismusyoka822,Huyu boy n mclever sana.... Big up man... Madem n bure tu,5,2022-10-09T19:04:32Z
661,@anneimbova1641,Kukule cha ki nguo mwako,0,2022-10-09T18:18:31Z
662,@anneimbova1641,Pole my brother 💔💔💔💔,0,2022-10-09T18:14:16Z
663,@naominjora1547,uyo gasia  ajafanya poa  wakiwa na uyo dem iyo nikumdharau mazee is not nice,0,2022-10-09T18:01:06Z
664,@OfficialKimani254,It unfair. Bro ambia boi a focus on his studies na hustle mwambie beautiful ones are not yet born,0,2022-10-09T18:00:41Z
665,@Q_POULTRY,Wanaume mkismbiwa mtafte pesa si mapenzi hamskiiii🤣🤣🤣tena mnakosanaje juu ya dame....🤣🤣🤣..,0,2022-10-09T17:39:31Z
666,@kawiikawii314,"@angeline Gesare come uone true mamorio 
I don't trust myself 🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶‍♀️🚶🏼‍♀️🚶🏽‍♀️",0,2022-10-09T17:25:40Z
667,@naominjora1547,aki jamani ivio dio maugojwa zinaedaga,0,2022-10-09T17:14:57Z
668,@abigaelcherono5706,Ibra na iano ni wacute halafu kuna nyani iko na Meno brown kazi tu kukuliana dem the f*CK nkt.. mtoeni balls huyu mjinga,0,2022-10-09T17:13:20Z
669,@brianmbugua6260,I like what you do by the way,0,2022-10-09T17:06:16Z
670,@angelinewambua8534,nipeeni huyu Iano sasa😂😂niko serious,0,2022-10-09T16:59:03Z
671,@eddahkilimo6026,Iano you such a vibe haki Terry belongs to the streets ..move on bruh tena you're such a hunk💞,27,2022-10-09T16:50:31Z
672,@WinningondepressionbyH,Ati huyo Dem ndiye alimcrushia🙊🙊🙊warembo kama huyo Quiver ndio siku hizi mmewafikia😂😂😂😂 kumbe ndio maana nko singulangula😝😝😝😝,0,2022-10-09T16:48:02Z
673,@hopewangara3116,Mahn... May this boy heal,4,2022-10-09T16:40:37Z
674,@jadyhers9198,Just like that guy says all his time is on books bro concentrate on books ur still growing into being more handsome girls will yarn for u I feel u just take heart lano,1,2022-10-09T16:34:43Z
675,@winnieofutare5324,Hapo hajafanya poa walai beshteeeeee,0,2022-10-09T16:31:37Z
676,@rasshii7909,"Wah, i felt pain for that boy woii all the best",1,2022-10-09T16:27:36Z
677,@techcrypto5301,And why should a man save a contact of his friend's girlfriend?,0,2022-10-09T16:15:35Z
678,@divinahkerubo8635,Betrayal is real  💔 😪,11,2022-10-09T16:03:32Z
679,@dennisZENEX,"I like this guy is doing, prevents a lot of accidents",7,2022-10-09T15:47:13Z
680,@BIGKofficial17,I WILL BE HOSTING those GUYS 😜 tomorrow..part 2,0,2022-10-09T15:35:13Z
681,@cox_mell,"Mnipee number ya iano😭😭😭😭😭so cute,mature, intelligent and presentable 🥺🥺...Iano dm me😚",1,2022-10-09T15:35:00Z
682,@queenbella8004,It happened to me with my first lover and my bestie. .this shiet happens in real life so much and it really hurts,20,2022-10-09T15:22:46Z
683,@elizabethnjeri5650,That's my Son's Age woiye 😭😭,0,2022-10-09T15:13:04Z
684,@essyskitchen1957,Waaaaaah,0,2022-10-09T15:09:56Z
685,@elizabethnjeri5650,Woi as a mother of many son's my soul is Bleeding 😭,11,2022-10-09T14:55:30Z
686,@elizabethnjeri5650,"Woi Hutu tusichana twa siku hizi 😭
Why do this ! Breaking Brother Code",3,2022-10-09T14:52:56Z
687,@shedrackochieng6341,Quavo 😂😂😂😂,0,2022-10-09T14:52:14Z
688,@Mega_P,BROS OVER HOE bana.... mbona ukule dem ya Bro. that means quavo wasn't a to since day one. like huwezi kula dem ya morio mnashinda na yeye kila siku bana. WTF!,0,2022-10-09T14:49:39Z
689,@abbeypretty2196,Si poa.,0,2022-10-09T14:45:08Z
690,@lilylesh4312,New sub...I feel for the boy so 😭,0,2022-10-09T14:34:41Z
691,@faithchepngenoh9219,do i laugh or do I cry😂😂😂😂😂😂my ribs daughter of jezebel,1,2022-10-09T14:29:52Z
692,@carenmuyu7089,Ooooh ni girl ooooh boy both are wrong,1,2022-10-09T14:23:22Z
693,@aluxx.m,https://youtu.be/RBGOdHmFEr4,0,2022-10-09T14:23:10Z
694,@milkahwairegi8528,Aki nipee uyo iyano akih woishe boyshoad,0,2022-10-09T14:18:04Z
695,@milkahwairegi8528,Karibu nisome comment 1k hahahaha,0,2022-10-09T14:16:37Z
696,@rosemaiga8280,Hiyo ni excuse,0,2022-10-09T13:54:59Z
697,@rosemaiga8280,"Pluto you have done a good job for this boy to know the truth, tell the boy not to go back to that dame",0,2022-10-09T13:44:38Z
698,@traivy6417,Brocode is a scam!!,0,2022-10-09T13:23:42Z
699,@Dr.Love90,친구랑,0,2022-10-09T13:20:22Z
700,@christineosoro6184,Pole bro take it easy na achana na huyo demu  ni gaidi sana shenzi,0,2022-10-09T13:17:11Z
701,@nahashongichini9505,Inauma bro aki mii nmefeel vibaya pia mmi,0,2022-10-09T12:59:06Z
702,@paulmbugua5733,the streets are on fire..... four relationships broken at once🗯🔥🔥🔥,1,2022-10-09T12:37:44Z
703,@martinstyles260,"Some cases like this one thee Pluto make sure to follow up on the we don't want to hear of suicide cases you know they are young and immature in love ,,their world revolves around it,,,",0,2022-10-09T12:33:01Z
704,@MARCUSTVMUGITHI,what The f**k Atakama Nimefeel ii walae waaaaaa,1,2022-10-09T12:25:42Z
705,@colleenliaka4575,Wueeh😂😂 mabeshte ndio watakukulia mamaa,0,2022-10-09T12:22:42Z
706,@kevohleking7350,bro soma tu,0,2022-10-09T12:22:37Z
707,@rosemuiruri1985,I.feel the pain of this guy,0,2022-10-09T12:21:26Z
708,@joanchepkorir14,"Thee pluto and his team always say look for money ukiachwa till the galdem akutamani ,,,take this Iano please...",0,2022-10-09T12:10:41Z
709,@emmanuelkirwa8818,😂😂😂molio unanikulia dem,0,2022-10-09T12:10:29Z
710,@joanchepkorir14,His friend Ibrah felt the pain too may you find a true love man.alafu terry Mungu anakuona,6,2022-10-09T12:08:22Z
711,@trappervalente4386,Akuna siku vida za Pluto zitanipita coz hua zinanifunza walahi,0,2022-10-09T12:01:27Z
712,@annwangari8835,Tungeekewa picha ya uyu Terry jameni😥,1,2022-10-09T12:00:33Z
713,@tizomamedii3426,Banger🔥🔥stori na mamario zii,1,2022-10-09T11:58:34Z
714,@paulinenmuiruri9093,Muniuru vetinari wa kwanyu,0,2022-10-09T11:54:49Z
715,@dennismwangi3670,Shiet sitawai oa mm🤮🤮🤮🤮kama maisha n hii heri sugarmummy forever,0,2022-10-09T11:48:41Z
716,@trappervalente4386,Kitu kama hii imefanya ata staki stori na mabeshte waah lakini huyu mzing akue tu strong aachane na huyo beshte yake nkt,0,2022-10-09T11:46:42Z
717,@Taindy,I highly respect this guy. That girl does not deserve you and God has greater plans for you in the future... Wueee.....,1,2022-10-09T11:24:43Z
718,@PozeKe-zf4sf,"Hkna kitu kaa hyo ,,kama boy amelala acha adinyiwe mdem dio aamke ,,ukosa aje kuridhisha mamaa ,,hyo amemkulia dem n bazegha kwaza ,inafaa hvo",0,2022-10-09T11:23:46Z
719,@herexcellency9831,"Chwest pains 
Aki you mean am the only loyal woman to my man?",0,2022-10-09T11:15:23Z
720,@alexisajudo4255,I doubt this,0,2022-10-09T11:02:37Z
